"row ID","ID","DemAffl","DemAge","DemCluster","DemClusterGroup","DemGender","DemReg","DemTVReg","PromClass","PromSpend","PromTime","TargetBuy","TargetAmt"
"Row6693","0014256657",6.0,50.0,"28","D","F","Midlands","Midlands","Tin",0.009999999999999998,8.0,0.0,0.0
"Row6694","0014257378",11.0,59.0,"34","D","F","South East","London","Gold",5500.0,1.0,0.0,0.0
"Row6695","0014258528",11.0,54.0,"04","A","F","North","N West","Silver",1000.01,9.0,0.0,0.0
"Row6696","0014259001",8.0,51.0,"55","U","F","Midlands","Midlands","Tin",0.009999999999999998,8.0,0.0,0.0
"Row6697","0014260581",10.0,59.0,"34","D","F","South East","London","Silver",3000.0,8.0,0.0,0.0
"Row6698","0014267632",8.0,,"12","B","F","South East","S & S East","Silver",4884.25,9.0,0.0,0.0
"Row6699","0014269678",9.0,48.0,"52","F","F","North","Yorkshire","Tin",0.009999999999999998,5.0,0.0,0.0
"Row6700","0014270501",8.0,31.0,"34","D","F","South East","S & S East","Tin",0.009999999999999998,8.0,0.0,0.0
"Row6701","0014271958",11.0,40.0,"40","E","F","South East","S & S East","Tin",0.009999999999999998,8.0,1.0,1.0
"Row6702","0014274582",8.0,51.0,,,"F","Midlands","Wales & West","Silver",3000.0,8.0,0.0,0.0
"Row6703","0014278863",9.0,34.0,"47","F","M","North","N West","Gold",12210.64,12.0,1.0,2.0
"Row6704","0014280337",10.0,55.0,"37","E","F","Midlands","Wales & West","Tin",0.009999999999999998,5.0,0.0,0.0
"Row6705","0014281406",10.0,50.0,"50","F","F","North","N West","Tin",0.009999999999999998,9.0,0.0,0.0
"Row6706","0014282313",9.0,51.0,"18","C","U","South East","London","Gold",6053.339999999999,4.0,0.0,0.0
"Row6707","0014282976",12.0,61.0,"19","C","F","South East","S & S East","Tin",0.009999999999999998,5.0,0.0,0.0
"Row6708","0014285681",7.0,37.0,"17","C","F","North","N West","Silver",420.0,8.0,0.0,0.0
"Row6709","0014289725",5.0,50.0,"32","D","F","North","Yorkshire","Silver",2100.01,8.0,0.0,0.0
"Row6710","0014290189",5.0,65.0,"28","D",,"South East","London","Gold",10000.0,4.0,0.0,0.0
"Row6711","0014293021",5.0,51.0,"01","A","F","North","N East","Platinum",21500.0,11.0,0.0,0.0
"Row6712","0014293366",8.0,61.0,"10","B","M","South East","London","Gold",6000.0,1.0,0.0,0.0
"Row6713","0014302764",5.0,75.0,"51","F","F","North","Yorkshire","Gold",10000.0,4.0,0.0,0.0
"Row6714","0014304597",8.0,,"08","B","F","South East","London","Gold",6107.639999999999,7.0,0.0,0.0
"Row6715","0014307146",7.0,63.0,"03","A","M","Midlands","Midlands","Silver",5000.0,2.0,0.0,0.0
"Row6716","0014308576",5.0,70.0,"18","C","F","South East","London","Gold",12000.0,8.0,0.0,0.0
"Row6717","0014310694",7.0,31.0,"28","D","F","Midlands","Midlands","Silver",50.0,3.0,1.0,1.0
"Row6718","0014314576",10.0,55.0,"52","F","M","Scottish","C Scotland","Silver",3000.0,1.0,0.0,0.0
"Row6719","0014316188",10.0,50.0,"38","E","F","South East","London","Silver",4200.01,10.0,0.0,0.0
"Row6720","0014317125",6.0,54.0,"15","B",,"Midlands","Midlands","Silver",3500.0,14.0,0.0,0.0
"Row6721","0014318814",6.0,35.0,"04","A","F","South East","London","Tin",0.009999999999999998,8.0,0.0,0.0
"Row6722","0014319365",9.0,60.0,"49","F","F","Midlands","Midlands","Silver",5000.0,5.0,0.0,0.0
"Row6723","0014320754",,62.0,"20","C","F","South East","London","Tin",0.009999999999999998,16.0,1.0,1.0
"Row6724","0014332671",8.0,77.0,"16","C","F","North","N East","Silver",2500.0,5.0,0.0,0.0
"Row6725","0014333678",9.0,77.0,"08","B","U","Midlands","Wales & West","Gold",6000.0,4.0,0.0,0.0
"Row6726","0014334399",10.0,,"23","C","F","Midlands","Midlands","Silver",5000.0,2.0,1.0,1.0
"Row6727","0014337118",4.0,40.0,"51","F","F","Midlands","East","Tin",0.009999999999999998,4.0,0.0,0.0
"Row6728","0014339129",9.0,,"27","D","M","North","N West","Gold",6000.0,29.0,0.0,0.0
"Row6729","0014342448",5.0,69.0,"18","C",,"North","N West","Silver",1800.0,11.0,0.0,0.0
"Row6730","0014346613",8.0,37.0,"49","F","F","Midlands","Wales & West","Tin",0.009999999999999998,7.0,0.0,0.0
"Row6731","0014348438",14.0,34.0,"09","B","F","South East","London","Silver",50.0,6.0,0.0,0.0
"Row6732","0014350238",13.0,,"03","A","F","Midlands","Midlands","Silver",3000.0,8.0,0.0,0.0
"Row6733","0014350459",8.0,55.0,"48","F",,"South East","London","Gold",12000.0,6.0,0.0,0.0
"Row6734","0014354225",8.0,61.0,"45","E",,"Midlands","Wales & West","Silver",4000.0,16.0,0.0,0.0
"Row6735","0014357194",10.0,67.0,"22","C",,"North","N East","Gold",7000.0,4.0,0.0,0.0
"Row6736","0014358581",8.0,77.0,"22","C","M","South East","London","Gold",10000.0,5.0,1.0,1.0
"Row6737","0014359235",7.0,54.0,"33","D","M","Midlands","Midlands","Tin",0.009999999999999998,9.0,0.0,0.0
"Row6738","0014360128",7.0,70.0,"27","D","F","South East","London","Gold",6000.0,14.0,0.0,0.0
"Row6739","0014360624",10.0,71.0,"53","F","U","North","Yorkshire","Platinum",31884.25,8.0,0.0,0.0
"Row6740","0014364212",6.0,47.0,"38","E","F","Scottish","C Scotland","Silver",2000.0,1.0,0.0,0.0
"Row6741","0014364565",10.0,52.0,"33","D","F","Midlands","Wales & West","Gold",12106.699999999999,7.0,0.0,0.0
"Row6742","0014366088",3.0,,"32","D","U","Midlands","Wales & West","Silver",150.0,5.0,0.0,0.0
"Row6743","0014371383",4.0,45.0,"48","F","M","South East","London","Gold",9519.0,4.0,0.0,0.0
"Row6744","0014372975",9.0,62.0,"12","B","F","Midlands","Wales & West","Tin",0.009999999999999998,9.0,1.0,1.0
"Row6745","0014373025",7.0,75.0,"52","F","F","Midlands","Wales & West","Gold",6107.639999999999,5.0,0.0,0.0
"Row6746","0014375591",6.0,32.0,"53","F","U","Midlands","East","Silver",1000.0,2.0,0.0,0.0
"Row6747","0014377144",7.0,61.0,"45","E","U","Midlands","Midlands","Silver",100.0,25.0,0.0,0.0
"Row6748","0014378337",10.0,65.0,"52","F","U","North","N West","Gold",6634.93,29.0,0.0,0.0
"Row6749","0014380358",10.0,36.0,"04","A","F","South East","London","Gold",6000.0,4.0,1.0,1.0
"Row6750","0014384531",11.0,47.0,"25","C","M","North","N East","Silver",2000.0,7.0,1.0,1.0
"Row6751","0014387174",8.0,60.0,"47","F","M","North","Yorkshire","Gold",7500.0,3.0,0.0,0.0
"Row6752","0014388030",10.0,48.0,"47","F",,"Midlands","Midlands","Tin",0.009999999999999998,5.0,0.0,0.0
"Row6753","0014388545",5.0,51.0,"52","F","F","South East","London","Tin",0.009999999999999998,6.0,0.0,0.0
"Row6754","0014391120",17.0,67.0,,,"F","Midlands","East","Gold",8300.0,12.0,0.0,0.0
"Row6755","0014391821",8.0,33.0,"38","E","U","South East","London","Silver",1500.0,5.0,0.0,0.0
"Row6756","0014396351",11.0,46.0,"51","F","F","Midlands","East","Silver",240.0,13.0,0.0,0.0
"Row6757","0014399202",7.0,61.0,"16","C","U","South East","London","Gold",6000.0,4.0,0.0,0.0
"Row6758","0014400995",8.0,28.0,,,"F",,,"Tin",0.009999999999999998,,1.0,1.0
"Row6759","0014401525",9.0,29.0,"35","D","F","South East","London","Tin",0.009999999999999998,6.0,1.0,1.0
"Row6760","0014402351",12.0,61.0,"04","A",,"South East","London","Gold",15000.0,5.0,0.0,0.0
"Row6761","0014405938",21.0,37.0,"12","B","F","North","Yorkshire","Tin",0.009999999999999998,4.0,1.0,3.0
"Row6762","0014406306",12.0,38.0,"24","C","M","South East","London","Gold",16035.57,8.0,0.0,0.0
"Row6763","0014406713",7.0,60.0,"19","C",,"Midlands","Midlands","Silver",3000.0,8.0,0.0,0.0
"Row6764","0014407965",9.0,74.0,"15","B","U","Midlands","Midlands","Silver",1500.0,16.0,0.0,0.0
"Row6765","0014409674",15.0,46.0,"05","B","F","South East","London","Tin",0.009999999999999998,8.0,1.0,1.0
"Row6766","0014411970",5.0,50.0,"14","B","F","South East","S & S East","Tin",0.009999999999999998,5.0,0.0,0.0
"Row6767","0014416999",21.0,36.0,"04","A","F","South East","London","Gold",18000.0,5.0,1.0,1.0
"Row6768","0014418819",5.0,45.0,"44","E","M","Midlands","Midlands","Tin",0.009999999999999998,7.0,0.0,0.0
"Row6769","0014419289",8.0,,,,"F","Midlands","Ulster","Silver",1500.0,6.0,1.0,1.0
"Row6770","0014419955",9.0,40.0,"42","E","F","Midlands","East","Tin",0.009999999999999998,5.0,0.0,0.0
"Row6771","0014420066",7.0,57.0,,,"F","Midlands","Wales & West","Silver",250.0,10.0,0.0,0.0
"Row6772","0014422468",9.0,61.0,"22","C","M","South East","London","Silver",3000.0,8.0,0.0,0.0
"Row6773","0014422530",6.0,50.0,"44","E","F","North","Yorkshire","Silver",75.01,8.0,0.0,0.0
"Row6774","0014426501",6.0,,"35","D","M","Midlands","Wales & West","Silver",1000.0,9.0,0.0,0.0
"Row6775","0014427265",10.0,76.0,"14","B","U","South East","London","Silver",1000.0,1.0,0.0,0.0
"Row6776","0014433257",16.0,,"04","A","F","South East","London","Gold",6000.0,4.0,1.0,1.0
"Row6777","0014434229",10.0,31.0,"25","C","F","South East","London","Tin",0.009999999999999998,5.0,1.0,1.0
"Row6778","0014434415",10.0,40.0,"44","E",,"South East","London","Tin",0.009999999999999998,8.0,1.0,1.0
"Row6779","0014434660",8.0,73.0,"18","C","M","South East","S & S East","Silver",2000.0,1.0,0.0,0.0
"Row6780","0014437007",5.0,64.0,"07","B","M","South East","London","Silver",1000.0,5.0,0.0,0.0
"Row6781","0014437325",8.0,32.0,"22","C","F","North","Yorkshire","Silver",350.0,9.0,1.0,1.0
"Row6782","0014437635",6.0,55.0,"50","F","M","Midlands","East","Tin",0.009999999999999998,8.0,0.0,0.0
"Row6783","0014439638",,36.0,"51","F","F","Midlands","Midlands","Silver",202.23999999999998,2.0,1.0,1.0
"Row6784","0014442019",7.0,65.0,"14","B","F","South East","London","Gold",13850.0,8.0,0.0,0.0
"Row6785","0014442647",4.0,42.0,"52","F","F","South East","S & S East","Tin",0.009999999999999998,4.0,0.0,0.0
"Row6786","0014444739",15.0,66.0,"05","B","F","South East","S & S East","Silver",951.91,32.0,0.0,0.0
"Row6787","0014446480",7.0,50.0,"14","B","F","Midlands","Midlands","Gold",11000.0,6.0,0.0,0.0
"Row6788","0014451204",25.0,36.0,"38","E","F","South East","London","Tin",0.009999999999999998,8.0,1.0,3.0
"Row6789","0014455218",8.0,75.0,"04","A","F","Midlands","Midlands","Gold",6000.0,6.0,0.0,0.0
"Row6790","0014456672",9.0,67.0,"52","F","M","Midlands","East","Silver",500.0,9.0,0.0,0.0
"Row6791","0014462273",3.0,48.0,"49","F",,"Midlands","East","Tin",0.009999999999999998,8.0,0.0,0.0
"Row6792","0014464543",5.0,50.0,,,"F","North","N West","Gold",6053.349999999999,7.0,0.0,0.0
"Row6793","0014469154",22.0,38.0,"31","D","U","Midlands","Wales & West","Silver",4000.0,12.0,1.0,3.0
"Row6794","0014469758",14.0,63.0,"35","D","F","South West","S West","Silver",100.0,10.0,1.0,1.0
"Row6795","0014472767",10.0,48.0,"25","C","F","South East","London","Silver",200.0,1.0,0.0,0.0
"Row6796","0014475251",11.0,63.0,"32","D","M","South East","London","Gold",6000.0,3.0,0.0,0.0
"Row6797","0014478145",6.0,51.0,"52","F","M","Midlands","East","Tin",0.009999999999999998,5.0,0.0,0.0
"Row6798","0014478439",8.0,30.0,"49","F","F","Midlands","East","Tin",0.009999999999999998,5.0,1.0,1.0
"Row6799","0014478609",8.0,51.0,"47","F",,"North","N West","Gold",11053.349999999999,7.0,0.0,0.0
"Row6800","0014478900",5.0,41.0,"10","B","F","South East","London","Silver",2000.0,6.0,0.0,0.0
"Row6801","0014479664",6.0,44.0,"47","F","F","Midlands","East","Tin",0.009999999999999998,5.0,1.0,1.0
"Row6802","0014479974",9.0,,"35","D","F","North","Yorkshire","Silver",2000.0,12.0,0.0,0.0
"Row6803","0014480476",15.0,43.0,"12","B","F","North","N West","Silver",1000.0,5.0,1.0,1.0
"Row6804","0014482010",10.0,77.0,"27","D","F","South East","S & S East","Silver",1900.0,8.0,0.0,0.0
"Row6805","0014484498",13.0,73.0,"32","D","F","North","N West","Silver",700.0,9.0,0.0,0.0
"Row6806","0014485850",,77.0,"45","E",,"Midlands","Wales & West","Gold",6000.0,6.0,0.0,0.0
"Row6807","0014488132",8.0,31.0,"27","D","F","South East","S & S East","Tin",0.009999999999999998,4.0,1.0,1.0
"Row6808","0014491737",25.0,34.0,"25","C","F","South West","S West","Tin",0.009999999999999998,11.0,1.0,3.0
"Row6809","0014495023",9.0,44.0,"51","F",,"South East","S & S East","Silver",1200.0,9.0,0.0,0.0
"Row6810","0014500337",7.0,45.0,"04","A","M","South East","London","Tin",0.009999999999999998,7.0,0.0,0.0
"Row6811","0014500833",11.0,55.0,"49","F","F","Midlands","East","Gold",12000.0,2.0,1.0,1.0
"Row6812","0014502364",11.0,,"51","F","M","Midlands","Midlands","Silver",2000.0,4.0,1.0,1.0
"Row6813","0014504820",6.0,75.0,"20","C","F","South East","London","Gold",6000.0,1.0,0.0,0.0
"Row6814","0014505215",9.0,39.0,"34","D","M","South East","S & S East","Gold",6000.0,10.0,0.0,0.0
"Row6815","0014505959",15.0,41.0,"17","C","F","North","N East","Gold",6105.33,8.0,1.0,1.0
"Row6816","0014525038",11.0,38.0,"19","C","F","South East","London","Silver",650.01,2.0,1.0,1.0
"Row6817","0014526999",8.0,37.0,"34","D","F","South East","London","Tin",0.009999999999999998,8.0,0.0,0.0
"Row6818","0014528606",12.0,,"16","C","F","Midlands","East","Silver",3600.0,5.0,0.0,0.0
"Row6819","0014528800",14.0,75.0,"35","D","U","North","Yorkshire","Gold",6053.349999999999,7.0,0.0,0.0
"Row6820","0014539047",15.0,65.0,"18","C","F","South East","London","Silver",5000.0,4.0,0.0,0.0
"Row6821","0014539926",8.0,65.0,"46","F","M","North","Yorkshire","Gold",9000.0,8.0,0.0,0.0
"Row6822","0014543311",15.0,39.0,"18","C","M","South East","S & S East","Tin",0.009999999999999998,9.0,0.0,0.0
"Row6823","0014549719",19.0,53.0,,,"M","South East","S & S East","Silver",1600.0,5.0,1.0,2.0
"Row6824","0014550679",12.0,46.0,"38","E",,"South East","London","Silver",5000.0,3.0,0.0,0.0
"Row6825","0014555328",12.0,72.0,"27","D","U","Scottish","C Scotland","Silver",2000.0,12.0,0.0,0.0
"Row6826","0014561581",7.0,75.0,"33","D",,"South West","S West","Silver",2000.0,5.0,0.0,0.0
"Row6827","0014562758",12.0,75.0,"41","E","F","Scottish","C Scotland","Silver",500.0,9.0,0.0,0.0
"Row6828","0014569086",10.0,34.0,"44","E","M","South East","London","Silver",3000.01,5.0,1.0,1.0
"Row6829","0014569825",6.0,,"23","C","F","Midlands","Midlands","Gold",10000.0,4.0,0.0,0.0
"Row6830","0014570335",10.0,41.0,"47","F",,"North","N West","Tin",0.009999999999999998,9.0,0.0,0.0
"Row6831","0014573156",7.0,62.0,"08","B","F","South East","London","Platinum",35884.25,11.0,1.0,1.0
"Row6832","0014576392",9.0,46.0,"12","B","F","South East","London","Tin",0.009999999999999998,9.0,0.0,0.0
"Row6833","0014576619",11.0,45.0,"02","A","U","Midlands","Wales & West","Gold",12000.0,2.0,0.0,0.0
"Row6834","0014581590",5.0,67.0,"32","D","M","North","N West","Gold",6000.0,12.0,0.0,0.0
"Row6835","0014582449",9.0,72.0,"04","A","M","South East","London","Gold",6000.0,5.0,0.0,0.0
"Row6836","0014591545",9.0,60.0,"28","D","F","North","Yorkshire","Gold",6000.0,14.0,0.0,0.0
"Row6837","0014592835",8.0,,"09","B","F","South East","London","Tin",0.009999999999999998,5.0,1.0,1.0
"Row6838","0014612739",12.0,58.0,"08","B","U","Midlands","East","Gold",6200.0,10.0,0.0,0.0
"Row6839","0014617420",9.0,61.0,"04","A","M","South East","S & S East","Gold",6000.0,5.0,0.0,0.0
"Row6840","0014619326",20.0,50.0,"04","A","F","North","N West","Silver",4884.25,17.0,1.0,2.0
"Row6841","0014621649",5.0,33.0,"50","F",,"North","N East","Tin",0.009999999999999998,8.0,0.0,0.0
"Row6842","0014623021",10.0,33.0,"50","F","U","South East","London","Tin",0.009999999999999998,7.0,0.0,0.0
"Row6843","0014624400",7.0,63.0,"01","A",,"South East","London","Tin",0.009999999999999998,5.0,0.0,0.0
"Row6844","0014625237",9.0,53.0,"25","C","F","South East","London","Tin",0.009999999999999998,4.0,0.0,0.0
"Row6845","0014633868",15.0,,"24","C","F","South East","London","Tin",0.009999999999999998,9.0,0.0,0.0
"Row6846","0014637618",11.0,37.0,"17","C","F","Midlands","Wales & West","Silver",100.0,7.0,1.0,1.0
"Row6847","0014639173",9.0,61.0,"32","D",,"South East","London","Tin",0.009999999999999998,4.0,0.0,0.0
"Row6848","0014641267",,50.0,"51","F","F","North","Yorkshire","Silver",1000.0,1.0,0.0,0.0
"Row6849","0014645734",6.0,36.0,,,"F","North","N East","Silver",1000.0,4.0,0.0,0.0
"Row6850","0014646676",12.0,50.0,"51","F","F","Midlands","East","Silver",3000.0,6.0,1.0,1.0
"Row6851","0014652218",6.0,72.0,"52","F","F","Midlands","Midlands","Gold",6000.0,8.0,0.0,0.0
"Row6852","0014655527",12.0,30.0,"23","C","F","Midlands","Wales & West","Gold",19320.0,,1.0,1.0
"Row6853","0014656264",12.0,39.0,"14","B","F","South East","London","Gold",12000.0,1.0,1.0,1.0
"Row6854","0014657309",11.0,65.0,"20","C",,"South East","S & S East","Silver",3682.47,11.0,0.0,0.0
"Row6855","0014658127",6.0,37.0,"25","C","F","South East","London","Gold",7500.0,3.0,1.0,1.0
"Row6856","0014662795",6.0,66.0,"42","E","M","South East","London","Tin",0.009999999999999998,5.0,0.0,0.0
"Row6857","0014665875",10.0,52.0,"31","D","M","North","N West","Gold",6053.339999999999,4.0,0.0,0.0
"Row6858","0014667339",14.0,30.0,"22","C","F","South East","London","Silver",489.90999999999997,11.0,1.0,2.0
"Row6859","0014669994",6.0,43.0,"35","D","M","North","Yorkshire","Tin",0.009999999999999998,5.0,0.0,0.0
"Row6860","0014670984",9.0,37.0,"17","C","M","Midlands","Midlands","Tin",0.009999999999999998,5.0,1.0,1.0
"Row6861","0014671220",8.0,65.0,"08","B","F","North","N East","Gold",6000.0,5.0,0.0,0.0
"Row6862","0014672375",11.0,60.0,"04","A","F","North","N East","Tin",0.009999999999999998,8.0,0.0,0.0
"Row6863","0014676451",6.0,43.0,"44","E","F","Midlands","East","Tin",0.009999999999999998,5.0,0.0,0.0
"Row6864","0014679914",7.0,74.0,"52","F","F","South East","S & S East","Gold",20000.0,4.0,0.0,0.0
"Row6865","0014680696",5.0,40.0,"32","D","M","North","Yorkshire","Gold",6000.0,1.0,0.0,0.0
"Row6866","0014681145",7.0,35.0,"22","C","M","South East","London","Gold",12053.34,4.0,0.0,0.0
"Row6867","0014684349",14.0,53.0,"49","F","M","North","Yorkshire","Tin",0.009999999999999998,4.0,1.0,1.0
"Row6868","0014685477",12.0,42.0,"01","A","F","South East","London","Tin",0.009999999999999998,8.0,1.0,1.0
"Row6869","0014688662",20.0,57.0,"21","C",,"South East","London","Gold",10000.0,5.0,1.0,2.0
"Row6870","0014691426",9.0,35.0,"38","E","F","Scottish","C Scotland","Tin",0.009999999999999998,4.0,1.0,1.0
"Row6871","0014696061",9.0,35.0,"01","A","F","North","N East","Gold",6000.0,12.0,0.0,0.0
"Row6872","0014698854",18.0,64.0,"49","F","F","Midlands","Midlands","Silver",1000.0,9.0,0.0,0.0
"Row6873","0014703254",9.0,49.0,"32","D",,"Scottish","N Scot","Silver",4500.0,8.0,0.0,0.0
"Row6874","0014705273",12.0,59.0,"21","C","F","South East","London","Gold",12107.64,6.0,1.0,1.0
"Row6875","0014708809",7.0,46.0,"03","A","M","South East","London","Silver",5000.0,1.0,0.0,0.0
"Row6876","0014710188",17.0,30.0,"18","C","F","South East","London","Silver",4000.0,7.0,1.0,1.0
"Row6877","0014713314",6.0,58.0,"21","C","F","South East","London","Silver",3000.0,19.0,0.0,0.0
"Row6878","0014713357",8.0,46.0,"31","D","M","South East","London","Tin",0.009999999999999998,7.0,0.0,0.0
"Row6879","0014720078",,48.0,"26","C",,"South East","London","Gold",6052.66,7.0,0.0,0.0
"Row6880","0014728435",,42.0,"51","F","F","South East","London","Silver",1093.03,6.0,1.0,1.0
"Row6881","0014729008",4.0,57.0,"30","D","M","South West","S West","Tin",0.009999999999999998,8.0,0.0,0.0
"Row6882","0014731789",11.0,55.0,"25","C","F","South East","London","Silver",4000.0,7.0,0.0,0.0
"Row6883","0014737418",6.0,33.0,"52","F","M","South East","London","Silver",1000.0,1.0,0.0,0.0
"Row6884","0014739542",7.0,50.0,"14","B","F","South East","London","Gold",10000.0,2.0,0.0,0.0
"Row6885","0014741083",12.0,71.0,"32","D","F","Midlands","Midlands","Silver",3000.0,18.0,0.0,0.0
"Row6886","0014746352",12.0,51.0,"10","B","M","South East","London","Gold",9000.0,2.0,0.0,0.0
"Row6887","0014747863",7.0,45.0,"24","C","F","South East","S & S East","Silver",3000.0,8.0,0.0,0.0
"Row6888","0014749122",9.0,48.0,"20","C","M","South East","London","Gold",12000.0,9.0,0.0,0.0
"Row6889","0014752441",,51.0,"27","D",,"South East","London","Silver",3000.0,7.0,0.0,0.0
"Row6890","0014753820",8.0,56.0,"28","D","F","North","Yorkshire","Silver",5000.0,2.0,0.0,0.0
"Row6891","0014754312",8.0,39.0,"01","A","F","South East","London","Tin",0.009999999999999998,5.0,1.0,1.0
"Row6892","0014763559",13.0,30.0,"44","E","U","North","Yorkshire","Silver",600.0,1.0,0.0,0.0
"Row6893","0014764377",17.0,45.0,"19","C","M","South East","London","Gold",12000.0,4.0,0.0,0.0
"Row6894","0014765446",6.0,50.0,"35","D","F","Scottish","Border","Tin",0.009999999999999998,5.0,0.0,0.0
"Row6895","0014766906",8.0,40.0,"22","C","M","Midlands","Wales & West","Tin",0.009999999999999998,4.0,0.0,0.0
"Row6896","0014769557",13.0,32.0,"54","F","F","Midlands","Wales & West","Tin",0.009999999999999998,5.0,1.0,1.0
"Row6897","0014772590",10.0,59.0,"05","B","M","South East","London","Platinum",20538.989999999998,3.0,0.0,0.0
"Row6898","0014775476",8.0,56.0,"24","C","M","Midlands","East","Tin",0.009999999999999998,1.0,0.0,0.0
"Row6899","0014784777",8.0,50.0,"47","F","M","Scottish","C Scotland","Tin",0.009999999999999998,7.0,0.0,0.0
"Row6900","0014785161",6.0,,"19","C","F","South West","S West","Silver",4070.5,5.0,1.0,1.0
"Row6901","0014790424",5.0,65.0,"23","C","M","Scottish","N Scot","Platinum",50000.0,12.0,0.0,0.0
"Row6902","0014792761",14.0,50.0,"24","C","F","Midlands","Midlands","Gold",6000.0,2.0,0.0,0.0
"Row6903","0014793318",16.0,38.0,"21","C","F","South East","London","Tin",0.009999999999999998,8.0,1.0,2.0
"Row6904","0014794152",7.0,64.0,"10","B","F","South East","London","Silver",5000.0,4.0,0.0,0.0
"Row6905","0014799723",11.0,67.0,"06","B",,"South East","S & S East","Tin",0.009999999999999998,10.0,1.0,1.0
"Row6906","0014800454",7.0,64.0,"04","A","F","South East","London","Gold",12605.32,17.0,1.0,1.0
"Row6907","0014803704",7.0,51.0,"14","B","F","South East","London","Platinum",20249.839999999997,3.0,0.0,0.0
"Row6908","0014804034",6.0,,"52","F","F","South East","London","Gold",6000.0,2.0,0.0,0.0
"Row6909","0014805138",16.0,50.0,"05","B","F","South East","S & S East","Tin",0.009999999999999998,8.0,0.0,0.0
"Row6910","0014805499",19.0,61.0,"16","C","F","South East","S & S East","Tin",0.009999999999999998,5.0,1.0,1.0
"Row6911","0014806320",8.0,64.0,"10","B","F","South West","S West","Gold",6053.349999999999,,1.0,1.0
"Row6912","0014807009",7.0,49.0,"52","F",,"Scottish","C Scotland","Gold",6000.0,5.0,0.0,0.0
"Row6913","0014809176",10.0,28.0,"16","C","F","South West","S West","Silver",1590.0,6.0,1.0,1.0
"Row6914","0014810441",10.0,63.0,"52","F","M","South East","S & S East","Gold",10833.16,8.0,1.0,1.0
"Row6915","0014810603",11.0,59.0,"47","F","F","Midlands","Wales & West","Silver",2500.0,7.0,1.0,1.0
"Row6916","0014812118",10.0,49.0,"09","B","F","South East","London","Silver",2600.0,4.0,1.0,1.0
"Row6917","0014814390",6.0,36.0,"52","F","F","North","N West","Tin",0.009999999999999998,5.0,1.0,1.0
"Row6918","0014815087",6.0,74.0,"12","B","F","North","Yorkshire","Gold",6000.0,2.0,0.0,0.0
"Row6919","0014820811",,45.0,"52","F","F","South East","London","Silver",1000.0,,0.0,0.0
"Row6920","0014821028",7.0,71.0,"08","B","M","Midlands","East","Gold",6000.0,3.0,0.0,0.0
"Row6921","0014821656",10.0,63.0,"42","E","M","North","N West","Platinum",25000.0,16.0,0.0,0.0
"Row6922","0014824523",11.0,50.0,"34","D",,"Midlands","Midlands","Tin",0.009999999999999998,8.0,0.0,0.0
"Row6923","0014829843",17.0,50.0,"38","E","F","Midlands","East","Tin",0.009999999999999998,8.0,1.0,2.0
"Row6924","0014830647",4.0,60.0,"19","C",,"South East","London","Gold",6000.0,2.0,0.0,0.0
"Row6925","0014830841",4.0,57.0,"53","F","F","South East","S & S East","Tin",0.009999999999999998,5.0,0.0,0.0
"Row6926","0014832399",11.0,39.0,"47","F","F","South East","London","Gold",6000.0,1.0,1.0,2.0
"Row6927","0014834669",10.0,39.0,"53","F","F","North","N West","Tin",0.009999999999999998,4.0,1.0,1.0
"Row6928","0014843064",13.0,63.0,"44","E","F","North","N West","Tin",0.009999999999999998,7.0,0.0,0.0
"Row6929","0014844044",8.0,70.0,"19","C","U","Midlands","Wales & West","Silver",840.0,5.0,0.0,0.0
"Row6930","0014845709",15.0,55.0,"31","D","M","South East","London","Tin",0.009999999999999998,8.0,1.0,2.0
"Row6931","0014849380",4.0,49.0,"34","D","F","Midlands","East","Tin",0.009999999999999998,9.0,0.0,0.0
"Row6932","0014849402",8.0,50.0,"38","E","M","Midlands","Midlands","Tin",0.009999999999999998,5.0,0.0,0.0
"Row6933","0014856069",12.0,71.0,"01","A","M","South East","London","Gold",17094.9,8.0,0.0,0.0
"Row6934","0014860805",10.0,37.0,"35","D","F","Midlands","Midlands","Silver",2000.0,5.0,1.0,1.0
"Row6935","0014862646",,61.0,"52","F","F","North","N West","Gold",6000.0,31.0,1.0,1.0
"Row6936","0014864851",9.0,40.0,"38","E",,"South East","London","Silver",2112.22,8.0,0.0,0.0
"Row6937","0014878194",9.0,52.0,"33","D","F","Midlands","Midlands","Silver",600.0,1.0,0.0,0.0
"Row6938","0014878607",7.0,69.0,"12","B","U","North","N West","Gold",6000.0,11.0,0.0,0.0
"Row6939","0014881357",7.0,43.0,,,,"Midlands","Ulster","Gold",6000.0,3.0,0.0,0.0
"Row6940","0014882752",7.0,71.0,"28","D","F","Midlands","Wales & West","Silver",1000.0,8.0,0.0,0.0
"Row6941","0014884089",8.0,46.0,"32","D","F","Midlands","Midlands","Tin",0.009999999999999998,5.0,0.0,0.0
"Row6942","0014884666",13.0,69.0,"15","B",,"North","N West","Silver",1800.0,8.0,0.0,0.0
"Row6943","0014886162",8.0,53.0,"34","D","U","Scottish","Border","Tin",0.009999999999999998,5.0,0.0,0.0
"Row6944","0014889609",8.0,30.0,,,"F","Midlands","Wales & West","Tin",0.009999999999999998,5.0,0.0,0.0
"Row6945","0014898705",5.0,67.0,"29","D","U","South East","London","Gold",10000.0,18.0,0.0,0.0
