"CUSTOMER","TIME","PRODUCT"
143.0,4.0,"ham"
143.0,5.0,"bordeaux"
143.0,6.0,"coke"
144.0,0.0,"baguette"
144.0,1.0,"hering"
144.0,2.0,"avocado"
144.0,3.0,"artichok"
144.0,4.0,"heineken"
144.0,5.0,"bourbon"
144.0,6.0,"apples"
145.0,0.0,"hering"
145.0,1.0,"corned_b"
145.0,2.0,"olives"
145.0,3.0,"ham"
145.0,4.0,"turkey"
145.0,5.0,"coke"
145.0,6.0,"heineken"
146.0,0.0,"avocado"
146.0,1.0,"cracker"
146.0,2.0,"artichok"
146.0,3.0,"heineken"
146.0,4.0,"ham"
146.0,5.0,"olives"
146.0,6.0,"chicken"
147.0,0.0,"soda"
147.0,1.0,"olives"
147.0,2.0,"bourbon"
147.0,3.0,"cracker"
147.0,4.0,"heineken"
147.0,5.0,"apples"
147.0,6.0,"corned_b"
148.0,0.0,"olives"
148.0,1.0,"bourbon"
148.0,2.0,"coke"
148.0,3.0,"turkey"
148.0,4.0,"ice_crea"
148.0,5.0,"bordeaux"
148.0,6.0,"soda"
149.0,0.0,"avocado"
149.0,1.0,"cracker"
149.0,2.0,"artichok"
149.0,3.0,"heineken"
149.0,4.0,"ham"
149.0,5.0,"steak"
149.0,6.0,"chicken"
150.0,0.0,"hering"
150.0,1.0,"corned_b"
150.0,2.0,"olives"
150.0,3.0,"ham"
150.0,4.0,"turkey"
150.0,5.0,"soda"
150.0,6.0,"cracker"
151.0,0.0,"corned_b"
151.0,1.0,"peppers"
151.0,2.0,"bourbon"
151.0,3.0,"cracker"
151.0,4.0,"chicken"
151.0,5.0,"steak"
151.0,6.0,"apples"
152.0,0.0,"baguette"
152.0,1.0,"soda"
152.0,2.0,"hering"
152.0,3.0,"cracker"
152.0,4.0,"heineken"
152.0,5.0,"avocado"
152.0,6.0,"turkey"
153.0,0.0,"olives"
153.0,1.0,"bourbon"
153.0,2.0,"coke"
153.0,3.0,"turkey"
153.0,4.0,"ice_crea"
153.0,5.0,"artichok"
153.0,6.0,"apples"
154.0,0.0,"baguette"
154.0,1.0,"sardines"
154.0,2.0,"apples"
154.0,3.0,"peppers"
154.0,4.0,"avocado"
154.0,5.0,"steak"
154.0,6.0,"turkey"
155.0,0.0,"corned_b"
155.0,1.0,"peppers"
155.0,2.0,"bourbon"
155.0,3.0,"cracker"
155.0,4.0,"chicken"
155.0,5.0,"sardines"
155.0,6.0,"olives"
156.0,0.0,"baguette"
156.0,1.0,"hering"
156.0,2.0,"avocado"
156.0,3.0,"artichok"
156.0,4.0,"heineken"
156.0,5.0,"olives"
156.0,6.0,"bourbon"
157.0,0.0,"avocado"
157.0,1.0,"cracker"
157.0,2.0,"artichok"
157.0,3.0,"heineken"
157.0,4.0,"ham"
157.0,5.0,"turkey"
157.0,6.0,"ice_crea"
158.0,0.0,"corned_b"
158.0,1.0,"peppers"
158.0,2.0,"bourbon"
158.0,3.0,"cracker"
158.0,4.0,"chicken"
158.0,5.0,"hering"
158.0,6.0,"sardines"
159.0,0.0,"hering"
159.0,1.0,"corned_b"
159.0,2.0,"olives"
159.0,3.0,"ham"
159.0,4.0,"turkey"
159.0,5.0,"artichok"
159.0,6.0,"chicken"
160.0,0.0,"hering"
160.0,1.0,"corned_b"
160.0,2.0,"apples"
160.0,3.0,"olives"
160.0,4.0,"steak"
160.0,5.0,"peppers"
160.0,6.0,"peppers"
161.0,0.0,"baguette"
161.0,1.0,"sardines"
161.0,2.0,"apples"
161.0,3.0,"peppers"
161.0,4.0,"avocado"
161.0,5.0,"olives"
161.0,6.0,"artichok"
162.0,0.0,"baguette"
162.0,1.0,"hering"
162.0,2.0,"avocado"
162.0,3.0,"artichok"
162.0,4.0,"heineken"
162.0,5.0,"chicken"
162.0,6.0,"bourbon"
163.0,0.0,"baguette"
163.0,1.0,"sardines"
163.0,2.0,"apples"
163.0,3.0,"peppers"
163.0,4.0,"avocado"
163.0,5.0,"ham"
163.0,6.0,"coke"
164.0,0.0,"sardines"
164.0,1.0,"heineken"
164.0,2.0,"chicken"
164.0,3.0,"coke"
164.0,4.0,"ice_crea"
164.0,5.0,"bourbon"
164.0,6.0,"avocado"
165.0,0.0,"avocado"
165.0,1.0,"cracker"
165.0,2.0,"artichok"
165.0,3.0,"heineken"
165.0,4.0,"ham"
165.0,5.0,"bordeaux"
165.0,6.0,"chicken"
166.0,0.0,"hering"
166.0,1.0,"corned_b"
166.0,2.0,"olives"
166.0,3.0,"ham"
166.0,4.0,"turkey"
166.0,5.0,"soda"
166.0,6.0,"peppers"
167.0,0.0,"corned_b"
167.0,1.0,"peppers"
167.0,2.0,"bourbon"
167.0,3.0,"cracker"
167.0,4.0,"chicken"
167.0,5.0,"hering"
167.0,6.0,"soda"
168.0,0.0,"hering"
168.0,1.0,"corned_b"
168.0,2.0,"olives"
168.0,3.0,"ham"
168.0,4.0,"turkey"
168.0,5.0,"ice_crea"
168.0,6.0,"sardines"
169.0,0.0,"avocado"
169.0,1.0,"cracker"
169.0,2.0,"artichok"
169.0,3.0,"heineken"
169.0,4.0,"ham"
169.0,5.0,"bourbon"
169.0,6.0,"soda"
170.0,0.0,"avocado"
170.0,1.0,"cracker"
170.0,2.0,"artichok"
170.0,3.0,"heineken"
170.0,4.0,"ham"
170.0,5.0,"sardines"
170.0,6.0,"peppers"
171.0,0.0,"corned_b"
171.0,1.0,"peppers"
171.0,2.0,"bourbon"
171.0,3.0,"cracker"
171.0,4.0,"chicken"
171.0,5.0,"heineken"
171.0,6.0,"ham"
172.0,0.0,"baguette"
172.0,1.0,"hering"
172.0,2.0,"avocado"
172.0,3.0,"artichok"
172.0,4.0,"heineken"
172.0,5.0,"olives"
172.0,6.0,"peppers"
173.0,0.0,"soda"
173.0,1.0,"olives"
173.0,2.0,"bourbon"
173.0,3.0,"cracker"
173.0,4.0,"heineken"
173.0,5.0,"corned_b"
173.0,6.0,"baguette"
174.0,0.0,"olives"
174.0,1.0,"bourbon"
174.0,2.0,"coke"
174.0,3.0,"turkey"
174.0,4.0,"ice_crea"
174.0,5.0,"steak"
174.0,6.0,"heineken"
175.0,0.0,"baguette"
175.0,1.0,"soda"
175.0,2.0,"hering"
175.0,3.0,"cracker"
175.0,4.0,"heineken"
175.0,5.0,"bourbon"
175.0,6.0,"corned_b"
176.0,0.0,"sardines"
176.0,1.0,"heineken"
176.0,2.0,"chicken"
176.0,3.0,"coke"
176.0,4.0,"ice_crea"
176.0,5.0,"cracker"
176.0,6.0,"ham"
177.0,0.0,"hering"
177.0,1.0,"corned_b"
177.0,2.0,"apples"
177.0,3.0,"olives"
177.0,4.0,"steak"
177.0,5.0,"avocado"
177.0,6.0,"avocado"
178.0,0.0,"corned_b"
178.0,1.0,"peppers"
178.0,2.0,"bourbon"
178.0,3.0,"cracker"
178.0,4.0,"chicken"
178.0,5.0,"ham"
178.0,6.0,"hering"
179.0,0.0,"baguette"
179.0,1.0,"soda"
179.0,2.0,"hering"
179.0,3.0,"cracker"
179.0,4.0,"heineken"
179.0,5.0,"olives"
179.0,6.0,"ice_crea"
180.0,0.0,"olives"
180.0,1.0,"bourbon"
180.0,2.0,"coke"
180.0,3.0,"turkey"
180.0,4.0,"ice_crea"
180.0,5.0,"peppers"
180.0,6.0,"steak"
181.0,0.0,"hering"
181.0,1.0,"corned_b"
181.0,2.0,"apples"
181.0,3.0,"olives"
181.0,4.0,"steak"
181.0,5.0,"bourbon"
181.0,6.0,"heineken"
182.0,0.0,"baguette"
182.0,1.0,"sardines"
182.0,2.0,"apples"
182.0,3.0,"peppers"
182.0,4.0,"avocado"
182.0,5.0,"cracker"
182.0,6.0,"olives"
183.0,0.0,"corned_b"
183.0,1.0,"peppers"
183.0,2.0,"bourbon"
183.0,3.0,"cracker"
183.0,4.0,"chicken"
183.0,5.0,"turkey"
183.0,6.0,"apples"
184.0,0.0,"avocado"
184.0,1.0,"cracker"
184.0,2.0,"artichok"
184.0,3.0,"heineken"
184.0,4.0,"ham"
184.0,5.0,"steak"
184.0,6.0,"soda"
185.0,0.0,"hering"
185.0,1.0,"corned_b"
185.0,2.0,"olives"
185.0,3.0,"ham"
185.0,4.0,"turkey"
185.0,5.0,"baguette"
185.0,6.0,"heineken"
186.0,0.0,"avocado"
186.0,1.0,"cracker"
186.0,2.0,"artichok"
186.0,3.0,"heineken"
186.0,4.0,"ham"
186.0,5.0,"apples"
186.0,6.0,"chicken"
187.0,0.0,"baguette"
187.0,1.0,"soda"
187.0,2.0,"hering"
187.0,3.0,"cracker"
187.0,4.0,"heineken"
187.0,5.0,"bordeaux"
187.0,6.0,"coke"
188.0,0.0,"sardines"
188.0,1.0,"heineken"
188.0,2.0,"chicken"
188.0,3.0,"coke"
188.0,4.0,"ice_crea"
188.0,5.0,"hering"
188.0,6.0,"bourbon"
189.0,0.0,"sardines"
189.0,1.0,"heineken"
189.0,2.0,"chicken"
189.0,3.0,"coke"
189.0,4.0,"ice_crea"
189.0,5.0,"hering"
189.0,6.0,"apples"
190.0,0.0,"olives"
190.0,1.0,"bourbon"
190.0,2.0,"coke"
190.0,3.0,"turkey"
190.0,4.0,"ice_crea"
190.0,5.0,"cracker"
190.0,6.0,"steak"
191.0,0.0,"hering"
191.0,1.0,"corned_b"
191.0,2.0,"apples"
191.0,3.0,"olives"
191.0,4.0,"steak"
191.0,5.0,"bourbon"
191.0,6.0,"peppers"
192.0,0.0,"avocado"
192.0,1.0,"cracker"
192.0,2.0,"artichok"
192.0,3.0,"heineken"
192.0,4.0,"ham"
192.0,5.0,"bourbon"
192.0,6.0,"hering"
193.0,0.0,"baguette"
193.0,1.0,"hering"
193.0,2.0,"avocado"
193.0,3.0,"artichok"
193.0,4.0,"heineken"
193.0,5.0,"bordeaux"
193.0,6.0,"sardines"
194.0,0.0,"olives"
194.0,1.0,"bourbon"
194.0,2.0,"coke"
194.0,3.0,"turkey"
194.0,4.0,"ice_crea"
194.0,5.0,"bordeaux"
194.0,6.0,"heineken"
195.0,0.0,"hering"
195.0,1.0,"corned_b"
195.0,2.0,"olives"
195.0,3.0,"ham"
195.0,4.0,"turkey"
195.0,5.0,"ice_crea"
195.0,6.0,"soda"
196.0,0.0,"hering"
196.0,1.0,"corned_b"
196.0,2.0,"apples"
196.0,3.0,"olives"
196.0,4.0,"steak"
196.0,5.0,"heineken"
196.0,6.0,"ham"
197.0,0.0,"olives"
197.0,1.0,"bourbon"
197.0,2.0,"coke"
197.0,3.0,"turkey"
197.0,4.0,"ice_crea"
197.0,5.0,"peppers"
197.0,6.0,"artichok"
198.0,0.0,"sardines"
198.0,1.0,"heineken"
198.0,2.0,"chicken"
198.0,3.0,"coke"
198.0,4.0,"ice_crea"
198.0,5.0,"bordeaux"
198.0,6.0,"olives"
199.0,0.0,"olives"
199.0,1.0,"bourbon"
199.0,2.0,"coke"
199.0,3.0,"turkey"
199.0,4.0,"ice_crea"
199.0,5.0,"heineken"
199.0,6.0,"cracker"
200.0,0.0,"corned_b"
200.0,1.0,"peppers"
200.0,2.0,"bourbon"
200.0,3.0,"cracker"
200.0,4.0,"chicken"
200.0,5.0,"ham"
200.0,6.0,"soda"
201.0,0.0,"baguette"
201.0,1.0,"hering"
201.0,2.0,"avocado"
201.0,3.0,"artichok"
201.0,4.0,"heineken"
201.0,5.0,"steak"
201.0,6.0,"sardines"
202.0,0.0,"hering"
202.0,1.0,"corned_b"
202.0,2.0,"apples"
202.0,3.0,"olives"
202.0,4.0,"steak"
202.0,5.0,"chicken"
202.0,6.0,"coke"
203.0,0.0,"baguette"
203.0,1.0,"sardines"
203.0,2.0,"apples"
203.0,3.0,"peppers"
203.0,4.0,"avocado"
203.0,5.0,"heineken"
203.0,6.0,"ice_crea"
204.0,0.0,"hering"
204.0,1.0,"corned_b"
204.0,2.0,"olives"
204.0,3.0,"ham"
204.0,4.0,"turkey"
204.0,5.0,"avocado"
204.0,6.0,"steak"
205.0,0.0,"avocado"
205.0,1.0,"cracker"
205.0,2.0,"artichok"
205.0,3.0,"heineken"
205.0,4.0,"ham"
205.0,5.0,"ice_crea"
205.0,6.0,"sardines"
206.0,0.0,"hering"
206.0,1.0,"corned_b"
206.0,2.0,"apples"
206.0,3.0,"olives"
206.0,4.0,"steak"
206.0,5.0,"sardines"
206.0,6.0,"bourbon"
207.0,0.0,"baguette"
207.0,1.0,"sardines"
207.0,2.0,"apples"
207.0,3.0,"peppers"
207.0,4.0,"avocado"
207.0,5.0,"steak"
207.0,6.0,"ice_crea"
208.0,0.0,"avocado"
208.0,1.0,"cracker"
208.0,2.0,"artichok"
208.0,3.0,"heineken"
208.0,4.0,"ham"
208.0,5.0,"sardines"
208.0,6.0,"corned_b"
209.0,0.0,"corned_b"
209.0,1.0,"peppers"
209.0,2.0,"bourbon"
209.0,3.0,"cracker"
209.0,4.0,"chicken"
209.0,5.0,"coke"
209.0,6.0,"hering"
210.0,0.0,"baguette"
210.0,1.0,"sardines"
210.0,2.0,"apples"
210.0,3.0,"peppers"
210.0,4.0,"avocado"
210.0,5.0,"corned_b"
210.0,6.0,"soda"
211.0,0.0,"avocado"
211.0,1.0,"cracker"
211.0,2.0,"artichok"
211.0,3.0,"heineken"
211.0,4.0,"ham"
211.0,5.0,"soda"
211.0,6.0,"coke"
212.0,0.0,"baguette"
212.0,1.0,"hering"
212.0,2.0,"avocado"
212.0,3.0,"artichok"
212.0,4.0,"heineken"
212.0,5.0,"soda"
212.0,6.0,"ice_crea"
213.0,0.0,"baguette"
213.0,1.0,"hering"
213.0,2.0,"avocado"
213.0,3.0,"artichok"
213.0,4.0,"heineken"
213.0,5.0,"chicken"
213.0,6.0,"coke"
214.0,0.0,"sardines"
214.0,1.0,"heineken"
214.0,2.0,"chicken"
214.0,3.0,"coke"
214.0,4.0,"ice_crea"
214.0,5.0,"artichok"
214.0,6.0,"baguette"
215.0,0.0,"olives"
215.0,1.0,"bourbon"
215.0,2.0,"coke"
215.0,3.0,"turkey"
215.0,4.0,"ice_crea"
215.0,5.0,"heineken"
215.0,6.0,"baguette"
216.0,0.0,"hering"
216.0,1.0,"corned_b"
216.0,2.0,"apples"
216.0,3.0,"olives"
216.0,4.0,"steak"
216.0,5.0,"cracker"
216.0,6.0,"chicken"
217.0,0.0,"baguette"
217.0,1.0,"hering"
217.0,2.0,"avocado"
217.0,3.0,"artichok"
217.0,4.0,"heineken"
217.0,5.0,"apples"
217.0,6.0,"peppers"
218.0,0.0,"hering"
218.0,1.0,"corned_b"
218.0,2.0,"apples"
218.0,3.0,"olives"
218.0,4.0,"steak"
218.0,5.0,"ham"
218.0,6.0,"heineken"
219.0,0.0,"hering"
219.0,1.0,"corned_b"
219.0,2.0,"apples"
219.0,3.0,"olives"
219.0,4.0,"steak"
219.0,5.0,"bordeaux"
219.0,6.0,"avocado"
220.0,0.0,"sardines"
220.0,1.0,"heineken"
220.0,2.0,"chicken"
220.0,3.0,"coke"
220.0,4.0,"ice_crea"
220.0,5.0,"olives"
220.0,6.0,"soda"
221.0,0.0,"soda"
221.0,1.0,"olives"
221.0,2.0,"bourbon"
221.0,3.0,"cracker"
221.0,4.0,"heineken"
221.0,5.0,"turkey"
221.0,6.0,"steak"
222.0,0.0,"soda"
222.0,1.0,"olives"
222.0,2.0,"bourbon"
222.0,3.0,"cracker"
222.0,4.0,"heineken"
222.0,5.0,"turkey"
222.0,6.0,"corned_b"
223.0,0.0,"hering"
223.0,1.0,"corned_b"
223.0,2.0,"apples"
223.0,3.0,"olives"
223.0,4.0,"steak"
223.0,5.0,"sardines"
223.0,6.0,"ice_crea"
224.0,0.0,"soda"
224.0,1.0,"olives"
224.0,2.0,"bourbon"
224.0,3.0,"cracker"
224.0,4.0,"heineken"
224.0,5.0,"sardines"
224.0,6.0,"chicken"
225.0,0.0,"sardines"
225.0,1.0,"heineken"
225.0,2.0,"chicken"
225.0,3.0,"coke"
225.0,4.0,"ice_crea"
225.0,5.0,"apples"
225.0,6.0,"artichok"
226.0,0.0,"corned_b"
226.0,1.0,"peppers"
226.0,2.0,"bourbon"
226.0,3.0,"cracker"
226.0,4.0,"chicken"
226.0,5.0,"turkey"
226.0,6.0,"apples"
227.0,0.0,"olives"
227.0,1.0,"bourbon"
227.0,2.0,"coke"
227.0,3.0,"turkey"
227.0,4.0,"ice_crea"
227.0,5.0,"ham"
227.0,6.0,"baguette"
228.0,0.0,"baguette"
228.0,1.0,"soda"
228.0,2.0,"hering"
228.0,3.0,"cracker"
228.0,4.0,"heineken"
228.0,5.0,"turkey"
228.0,6.0,"turkey"
229.0,0.0,"olives"
229.0,1.0,"bourbon"
229.0,2.0,"coke"
229.0,3.0,"turkey"
229.0,4.0,"ice_crea"
229.0,5.0,"artichok"
229.0,6.0,"apples"
230.0,0.0,"avocado"
230.0,1.0,"cracker"
230.0,2.0,"artichok"
230.0,3.0,"heineken"
230.0,4.0,"ham"
230.0,5.0,"turkey"
230.0,6.0,"olives"
231.0,0.0,"hering"
231.0,1.0,"corned_b"
231.0,2.0,"apples"
231.0,3.0,"olives"
231.0,4.0,"steak"
231.0,5.0,"avocado"
231.0,6.0,"bourbon"
232.0,0.0,"baguette"
232.0,1.0,"hering"
232.0,2.0,"avocado"
232.0,3.0,"artichok"
232.0,4.0,"heineken"
232.0,5.0,"soda"
232.0,6.0,"olives"
233.0,0.0,"hering"
233.0,1.0,"corned_b"
233.0,2.0,"apples"
233.0,3.0,"olives"
233.0,4.0,"steak"
233.0,5.0,"peppers"
233.0,6.0,"peppers"
234.0,0.0,"hering"
234.0,1.0,"corned_b"
234.0,2.0,"apples"
234.0,3.0,"olives"
234.0,4.0,"steak"
234.0,5.0,"artichok"
234.0,6.0,"avocado"
235.0,0.0,"baguette"
235.0,1.0,"hering"
235.0,2.0,"avocado"
235.0,3.0,"artichok"
235.0,4.0,"heineken"
235.0,5.0,"cracker"
235.0,6.0,"apples"
236.0,0.0,"avocado"
236.0,1.0,"cracker"
236.0,2.0,"artichok"
236.0,3.0,"heineken"
236.0,4.0,"ham"
236.0,5.0,"bordeaux"
236.0,6.0,"steak"
237.0,0.0,"baguette"
237.0,1.0,"hering"
237.0,2.0,"avocado"
237.0,3.0,"artichok"
237.0,4.0,"heineken"
237.0,5.0,"bourbon"
237.0,6.0,"ham"
238.0,0.0,"avocado"
238.0,1.0,"cracker"
238.0,2.0,"artichok"
238.0,3.0,"heineken"
238.0,4.0,"ham"
238.0,5.0,"bourbon"
238.0,6.0,"apples"
239.0,0.0,"hering"
239.0,1.0,"corned_b"
239.0,2.0,"apples"
239.0,3.0,"olives"
239.0,4.0,"steak"
239.0,5.0,"baguette"
239.0,6.0,"bourbon"
240.0,0.0,"baguette"
240.0,1.0,"sardines"
240.0,2.0,"apples"
240.0,3.0,"peppers"
240.0,4.0,"avocado"
240.0,5.0,"olives"
240.0,6.0,"cracker"
241.0,0.0,"baguette"
241.0,1.0,"sardines"
241.0,2.0,"apples"
241.0,3.0,"peppers"
241.0,4.0,"avocado"
241.0,5.0,"bourbon"
241.0,6.0,"bourbon"
242.0,0.0,"sardines"
242.0,1.0,"heineken"
242.0,2.0,"chicken"
242.0,3.0,"coke"
242.0,4.0,"ice_crea"
242.0,5.0,"peppers"
242.0,6.0,"bourbon"
243.0,0.0,"sardines"
243.0,1.0,"heineken"
243.0,2.0,"chicken"
243.0,3.0,"coke"
243.0,4.0,"ice_crea"
243.0,5.0,"hering"
243.0,6.0,"apples"
244.0,0.0,"avocado"
244.0,1.0,"cracker"
244.0,2.0,"artichok"
244.0,3.0,"heineken"
244.0,4.0,"ham"
244.0,5.0,"apples"
244.0,6.0,"ice_crea"
245.0,0.0,"sardines"
245.0,1.0,"heineken"
245.0,2.0,"chicken"
245.0,3.0,"coke"
245.0,4.0,"ice_crea"
245.0,5.0,"bourbon"
245.0,6.0,"artichok"
246.0,0.0,"olives"
246.0,1.0,"bourbon"
246.0,2.0,"coke"
246.0,3.0,"turkey"
246.0,4.0,"ice_crea"
246.0,5.0,"baguette"
246.0,6.0,"steak"
247.0,0.0,"olives"
247.0,1.0,"bourbon"
247.0,2.0,"coke"
247.0,3.0,"turkey"
247.0,4.0,"ice_crea"
247.0,5.0,"cracker"
247.0,6.0,"chicken"
248.0,0.0,"baguette"
248.0,1.0,"hering"
248.0,2.0,"avocado"
248.0,3.0,"artichok"
248.0,4.0,"heineken"
248.0,5.0,"steak"
248.0,6.0,"corned_b"
249.0,0.0,"sardines"
249.0,1.0,"heineken"
249.0,2.0,"chicken"
249.0,3.0,"coke"
249.0,4.0,"ice_crea"
249.0,5.0,"apples"
249.0,6.0,"turkey"
250.0,0.0,"olives"
250.0,1.0,"bourbon"
250.0,2.0,"coke"
250.0,3.0,"turkey"
250.0,4.0,"ice_crea"
250.0,5.0,"soda"
250.0,6.0,"sardines"
251.0,0.0,"hering"
251.0,1.0,"corned_b"
251.0,2.0,"apples"
251.0,3.0,"olives"
251.0,4.0,"steak"
251.0,5.0,"bordeaux"
251.0,6.0,"artichok"
252.0,0.0,"avocado"
252.0,1.0,"cracker"
252.0,2.0,"artichok"
252.0,3.0,"heineken"
252.0,4.0,"ham"
252.0,5.0,"corned_b"
252.0,6.0,"chicken"
253.0,0.0,"baguette"
253.0,1.0,"soda"
253.0,2.0,"hering"
253.0,3.0,"cracker"
253.0,4.0,"heineken"
253.0,5.0,"avocado"
253.0,6.0,"artichok"
254.0,0.0,"olives"
254.0,1.0,"bourbon"
254.0,2.0,"coke"
254.0,3.0,"turkey"
254.0,4.0,"ice_crea"
254.0,5.0,"bordeaux"
254.0,6.0,"ham"
255.0,0.0,"avocado"
255.0,1.0,"cracker"
255.0,2.0,"artichok"
255.0,3.0,"heineken"
255.0,4.0,"ham"
255.0,5.0,"hering"
255.0,6.0,"ice_crea"
256.0,0.0,"sardines"
256.0,1.0,"heineken"
256.0,2.0,"chicken"
256.0,3.0,"coke"
256.0,4.0,"ice_crea"
256.0,5.0,"artichok"
256.0,6.0,"steak"
257.0,0.0,"soda"
257.0,1.0,"olives"
257.0,2.0,"bourbon"
257.0,3.0,"cracker"
257.0,4.0,"heineken"
257.0,5.0,"chicken"
257.0,6.0,"hering"
258.0,0.0,"baguette"
258.0,1.0,"hering"
258.0,2.0,"avocado"
258.0,3.0,"artichok"
258.0,4.0,"heineken"
258.0,5.0,"bordeaux"
258.0,6.0,"soda"
259.0,0.0,"soda"
259.0,1.0,"olives"
259.0,2.0,"bourbon"
259.0,3.0,"cracker"
259.0,4.0,"heineken"
259.0,5.0,"avocado"
259.0,6.0,"avocado"
260.0,0.0,"baguette"
260.0,1.0,"sardines"
260.0,2.0,"apples"
260.0,3.0,"peppers"
260.0,4.0,"avocado"
260.0,5.0,"bourbon"
260.0,6.0,"artichok"
261.0,0.0,"sardines"
261.0,1.0,"heineken"
261.0,2.0,"chicken"
261.0,3.0,"coke"
261.0,4.0,"ice_crea"
261.0,5.0,"hering"
261.0,6.0,"ham"
262.0,0.0,"baguette"
262.0,1.0,"sardines"
262.0,2.0,"apples"
262.0,3.0,"peppers"
262.0,4.0,"avocado"
262.0,5.0,"artichok"
262.0,6.0,"soda"
263.0,0.0,"hering"
263.0,1.0,"corned_b"
263.0,2.0,"olives"
263.0,3.0,"ham"
263.0,4.0,"turkey"
263.0,5.0,"bourbon"
263.0,6.0,"peppers"
264.0,0.0,"corned_b"
264.0,1.0,"peppers"
264.0,2.0,"bourbon"
264.0,3.0,"cracker"
264.0,4.0,"chicken"
264.0,5.0,"baguette"
264.0,6.0,"heineken"
265.0,0.0,"hering"
265.0,1.0,"corned_b"
265.0,2.0,"olives"
265.0,3.0,"ham"
265.0,4.0,"turkey"
265.0,5.0,"heineken"
265.0,6.0,"bourbon"
266.0,0.0,"soda"
266.0,1.0,"olives"
266.0,2.0,"bourbon"
266.0,3.0,"cracker"
266.0,4.0,"heineken"
266.0,5.0,"peppers"
266.0,6.0,"avocado"
267.0,0.0,"baguette"
267.0,1.0,"soda"
267.0,2.0,"hering"
267.0,3.0,"cracker"
267.0,4.0,"heineken"
267.0,5.0,"artichok"
267.0,6.0,"avocado"
268.0,0.0,"sardines"
268.0,1.0,"heineken"
268.0,2.0,"chicken"
268.0,3.0,"coke"
268.0,4.0,"ice_crea"
268.0,5.0,"bourbon"
268.0,6.0,"corned_b"
269.0,0.0,"olives"
269.0,1.0,"bourbon"
269.0,2.0,"coke"
269.0,3.0,"turkey"
269.0,4.0,"ice_crea"
269.0,5.0,"apples"
269.0,6.0,"peppers"
270.0,0.0,"baguette"
270.0,1.0,"sardines"
270.0,2.0,"apples"
270.0,3.0,"peppers"
270.0,4.0,"avocado"
270.0,5.0,"corned_b"
270.0,6.0,"cracker"
271.0,0.0,"avocado"
271.0,1.0,"cracker"
271.0,2.0,"artichok"
271.0,3.0,"heineken"
271.0,4.0,"ham"
271.0,5.0,"steak"
271.0,6.0,"corned_b"
272.0,0.0,"soda"
272.0,1.0,"olives"
272.0,2.0,"bourbon"
272.0,3.0,"cracker"
272.0,4.0,"heineken"
272.0,5.0,"steak"
272.0,6.0,"ice_crea"
273.0,0.0,"avocado"
273.0,1.0,"cracker"
273.0,2.0,"artichok"
273.0,3.0,"heineken"
273.0,4.0,"ham"
273.0,5.0,"soda"
273.0,6.0,"steak"
274.0,0.0,"soda"
274.0,1.0,"olives"
274.0,2.0,"bourbon"
274.0,3.0,"cracker"
274.0,4.0,"heineken"
274.0,5.0,"ham"
274.0,6.0,"baguette"
275.0,0.0,"baguette"
275.0,1.0,"sardines"
275.0,2.0,"apples"
275.0,3.0,"peppers"
275.0,4.0,"avocado"
275.0,5.0,"cracker"
275.0,6.0,"steak"
276.0,0.0,"soda"
276.0,1.0,"olives"
276.0,2.0,"bourbon"
276.0,3.0,"cracker"
276.0,4.0,"heineken"
276.0,5.0,"steak"
276.0,6.0,"steak"
277.0,0.0,"hering"
277.0,1.0,"corned_b"
277.0,2.0,"apples"
277.0,3.0,"olives"
277.0,4.0,"steak"
277.0,5.0,"ice_crea"
277.0,6.0,"coke"
278.0,0.0,"corned_b"
278.0,1.0,"peppers"
278.0,2.0,"bourbon"
278.0,3.0,"cracker"
278.0,4.0,"chicken"
278.0,5.0,"ham"
278.0,6.0,"heineken"
279.0,0.0,"sardines"
279.0,1.0,"heineken"
279.0,2.0,"chicken"
279.0,3.0,"coke"
279.0,4.0,"ice_crea"
279.0,5.0,"cracker"
279.0,6.0,"soda"
280.0,0.0,"hering"
280.0,1.0,"corned_b"
280.0,2.0,"olives"
280.0,3.0,"ham"
280.0,4.0,"turkey"
280.0,5.0,"chicken"
280.0,6.0,"coke"
281.0,0.0,"baguette"
281.0,1.0,"sardines"
281.0,2.0,"apples"
281.0,3.0,"peppers"
281.0,4.0,"avocado"
281.0,5.0,"steak"
281.0,6.0,"cracker"
282.0,0.0,"hering"
282.0,1.0,"corned_b"
282.0,2.0,"apples"
282.0,3.0,"olives"
282.0,4.0,"steak"
282.0,5.0,"artichok"
282.0,6.0,"artichok"
283.0,0.0,"hering"
283.0,1.0,"corned_b"
283.0,2.0,"apples"
283.0,3.0,"olives"
283.0,4.0,"steak"
283.0,5.0,"bordeaux"
283.0,6.0,"ham"
284.0,0.0,"olives"
284.0,1.0,"bourbon"
284.0,2.0,"coke"
284.0,3.0,"turkey"
284.0,4.0,"ice_crea"
284.0,5.0,"sardines"
284.0,6.0,"heineken"
285.0,0.0,"avocado"
285.0,1.0,"cracker"
285.0,2.0,"artichok"
285.0,3.0,"heineken"
285.0,4.0,"ham"
285.0,5.0,"bordeaux"
285.0,6.0,"chicken"
286.0,0.0,"olives"
286.0,1.0,"bourbon"
286.0,2.0,"coke"
286.0,3.0,"turkey"
286.0,4.0,"ice_crea"
286.0,5.0,"apples"
286.0,6.0,"baguette"
287.0,0.0,"hering"
287.0,1.0,"corned_b"
