"iid","gender","age","imprace","imprelig","exphappy","expnum","dec","attr","sinc","intel","fun","amb","shar","satis_2","length"
144,0,23,5,2,5,,1,7.0,7.0,8.0,8.0,6.0,7.0,5,3
144,0,23,5,2,5,,0,5.0,7.0,8.0,6.0,7.0,5.0,5,3
144,0,23,5,2,5,,0,5.0,7.0,8.0,7.0,7.0,6.0,5,3
144,0,23,5,2,5,,0,5.0,8.0,7.0,7.0,8.0,7.0,5,3
144,0,23,5,2,5,,0,6.0,7.0,8.0,6.0,7.0,6.0,5,3
145,0,24,9,7,5,,0,7.0,10.0,10.0,7.0,9.0,8.0,5,3
145,0,24,9,7,5,,0,7.0,10.0,10.0,10.0,10.0,8.0,5,3
145,0,24,9,7,5,,0,8.0,10.0,7.0,10.0,7.0,5.0,5,3
145,0,24,9,7,5,,1,10.0,9.0,9.0,9.0,8.0,7.0,5,3
145,0,24,9,7,5,,0,9.0,9.0,9.0,8.0,9.0,8.0,5,3
145,0,24,9,7,5,,1,9.0,9.0,8.0,7.0,9.0,7.0,5,3
145,0,24,9,7,5,,1,9.0,10.0,10.0,9.0,8.0,9.0,5,3
145,0,24,9,7,5,,0,8.0,8.0,7.0,7.0,5.0,4.0,5,3
145,0,24,9,7,5,,0,7.0,7.0,7.0,7.0,7.0,4.0,5,3
145,0,24,9,7,5,,0,10.0,9.0,9.0,8.0,7.0,4.0,5,3
145,0,24,9,7,5,,0,6.0,9.0,8.0,8.0,7.0,10.0,5,3
145,0,24,9,7,5,,0,9.0,7.0,9.0,7.0,7.0,5.0,5,3
145,0,24,9,7,5,,0,8.0,10.0,9.0,7.0,7.0,10.0,5,3
145,0,24,9,7,5,,0,9.0,9.0,9.0,7.0,8.0,5.0,5,3
145,0,24,9,7,5,,1,9.0,9.0,9.0,7.0,8.0,7.0,5,3
145,0,24,9,7,5,,1,8.0,10.0,10.0,10.0,10.0,10.0,5,3
146,0,36,1,7,5,,0,4.0,6.0,8.0,,,,,
146,0,36,1,7,5,,0,5.0,7.0,10.0,8.0,,,,
146,0,36,1,7,5,,0,8.0,10.0,7.0,8.0,8.0,,,
146,0,36,1,7,5,,0,6.0,8.0,8.0,,,,,
146,0,36,1,7,5,,0,5.0,5.0,10.0,,8.0,,,
146,0,36,1,7,5,,0,6.0,8.0,8.0,8.0,,,,
146,0,36,1,7,5,,1,10.0,9.0,10.0,10.0,8.0,8.0,,
146,0,36,1,7,5,,0,8.0,8.0,7.0,,,7.0,,
146,0,36,1,7,5,,0,5.0,8.0,6.0,6.0,,,,
146,0,36,1,7,5,,0,5.0,7.0,8.0,7.0,,,,
146,0,36,1,7,5,,0,6.0,8.0,10.0,,,,,
146,0,36,1,7,5,,0,8.0,8.0,8.0,8.0,,,,
146,0,36,1,7,5,,0,6.0,8.0,8.0,,,,,
146,0,36,1,7,5,,0,8.0,8.0,8.0,7.0,,,,
146,0,36,1,7,5,,0,8.0,8.0,8.0,7.0,,,,
146,0,36,1,7,5,,0,6.0,8.0,8.0,8.0,,,,
147,0,26,3,3,5,,0,5.0,5.0,8.0,5.0,5.0,5.0,4,3
147,0,26,3,3,5,,0,5.0,6.0,8.0,5.0,5.0,4.0,4,3
147,0,26,3,3,5,,1,8.0,6.0,7.0,8.0,9.0,7.0,4,3
147,0,26,3,3,5,,1,7.0,6.0,7.0,6.0,6.0,5.0,4,3
147,0,26,3,3,5,,0,5.0,6.0,6.0,6.0,5.0,4.0,4,3
147,0,26,3,3,5,,1,7.0,8.0,8.0,7.0,7.0,8.0,4,3
147,0,26,3,3,5,,0,6.0,8.0,8.0,6.0,6.0,5.0,4,3
147,0,26,3,3,5,,1,7.0,7.0,7.0,5.0,6.0,5.0,4,3
147,0,26,3,3,5,,1,8.0,8.0,8.0,6.0,8.0,7.0,4,3
147,0,26,3,3,5,,0,6.0,6.0,6.0,6.0,6.0,5.0,4,3
147,0,26,3,3,5,,0,4.0,8.0,8.0,4.0,4.0,3.0,4,3
147,0,26,3,3,5,,1,8.0,7.0,8.0,7.0,7.0,5.0,4,3
147,0,26,3,3,5,,0,4.0,7.0,8.0,4.0,6.0,4.0,4,3
147,0,26,3,3,5,,0,4.0,7.0,9.0,4.0,6.0,3.0,4,3
147,0,26,3,3,5,,1,8.0,10.0,10.0,10.0,8.0,8.0,4,3
147,0,26,3,3,5,,0,6.0,8.0,8.0,8.0,4.0,5.0,4,3
148,0,27,7,4,5,,0,4.0,8.0,8.0,2.0,6.0,1.0,,
148,0,27,7,4,5,,0,3.0,8.0,8.0,2.0,7.0,1.0,,
148,0,27,7,4,5,,0,7.0,5.0,7.0,8.0,8.0,6.0,,
148,0,27,7,4,5,,0,5.0,8.0,8.0,5.0,5.0,1.0,,
148,0,27,7,4,5,,0,6.0,8.0,8.0,4.0,9.0,7.0,,
148,0,27,7,4,5,,1,7.0,9.0,9.0,8.0,8.0,7.0,,
148,0,27,7,4,5,,0,4.0,6.0,7.0,6.0,7.0,2.0,,
148,0,27,7,4,5,,0,6.0,7.0,6.0,1.0,5.0,2.0,,
148,0,27,7,4,5,,0,7.0,8.0,7.0,5.0,5.0,2.0,,
148,0,27,7,4,5,,0,3.0,8.0,8.0,5.0,8.0,2.0,,
148,0,27,7,4,5,,0,2.0,8.0,8.0,4.0,2.0,2.0,,
148,0,27,7,4,5,,1,8.0,8.0,8.0,5.0,5.0,2.0,,
148,0,27,7,4,5,,0,3.0,8.0,8.0,4.0,8.0,1.0,,
148,0,27,7,4,5,,0,4.0,8.0,8.0,7.0,8.0,5.0,,
148,0,27,7,4,5,,0,7.0,8.0,8.0,10.0,10.0,7.0,,
148,0,27,7,4,5,,0,7.0,9.0,9.0,5.0,8.0,2.0,,
149,0,28,3,3,4,,0,6.0,7.0,7.0,4.0,7.0,,6,1
149,0,28,3,3,4,,0,4.0,7.0,8.0,4.0,6.0,7.0,6,1
149,0,28,3,3,4,,1,9.0,7.0,8.0,8.0,8.0,6.0,6,1
149,0,28,3,3,4,,0,8.0,6.0,8.0,8.0,6.0,8.0,6,1
149,0,28,3,3,4,,0,4.0,8.0,7.0,4.0,8.0,,6,1
149,0,28,3,3,4,,0,5.0,6.0,6.0,4.0,4.0,4.0,6,1
149,0,28,3,3,4,,0,3.0,7.0,8.0,3.0,3.0,3.0,6,1
149,0,28,3,3,4,,0,8.0,7.0,6.0,4.0,4.0,,6,1
149,0,28,3,3,4,,1,8.0,5.0,6.0,3.0,7.0,8.0,6,1
149,0,28,3,3,4,,0,4.0,6.0,7.0,7.0,5.0,8.0,6,1
149,0,28,3,3,4,,0,4.0,7.0,8.0,4.0,7.0,,6,1
149,0,28,3,3,4,,1,8.0,7.0,8.0,7.0,7.0,8.0,6,1
149,0,28,3,3,4,,0,4.0,8.0,7.0,4.0,8.0,,6,1
149,0,28,3,3,4,,1,6.0,8.0,8.0,6.0,7.0,,6,1
149,0,28,3,3,4,,1,7.0,7.0,7.0,6.0,6.0,6.0,6,1
149,0,28,3,3,4,,1,5.0,8.0,8.0,7.0,4.0,,6,1
150,0,31,3,3,5,,0,5.0,5.0,8.0,6.0,9.0,,6,1
150,0,31,3,3,5,,0,5.0,8.0,10.0,8.0,8.0,,6,1
150,0,31,3,3,5,,0,9.0,7.0,7.0,7.0,7.0,2.0,6,1
150,0,31,3,3,5,,0,8.0,5.0,8.0,8.0,8.0,7.0,6,1
150,0,31,3,3,5,,0,6.0,6.0,7.0,6.0,6.0,5.0,6,1
150,0,31,3,3,5,,0,7.0,7.0,8.0,8.0,6.0,,6,1
150,0,31,3,3,5,,0,8.0,7.0,6.0,7.0,6.0,7.0,6,1
150,0,31,3,3,5,,1,9.0,8.0,8.0,7.0,8.0,,6,1
150,0,31,3,3,5,,0,6.0,5.0,6.0,5.0,8.0,,6,1
150,0,31,3,3,5,,1,7.0,7.0,8.0,8.0,8.0,8.0,6,1
150,0,31,3,3,5,,0,7.0,8.0,8.0,8.0,8.0,,6,1
150,0,31,3,3,5,,1,9.0,9.0,9.0,9.0,9.0,7.0,6,1
150,0,31,3,3,5,,0,5.0,6.0,9.0,6.0,9.0,3.0,6,1
150,0,31,3,3,5,,0,6.0,7.0,9.0,6.0,9.0,,6,1
150,0,31,3,3,5,,0,6.0,7.0,8.0,7.0,8.0,,6,1
150,0,31,3,3,5,,0,6.0,8.0,8.0,8.0,8.0,,6,1
151,0,28,1,2,3,,0,4.0,5.0,5.0,1.0,3.0,1.0,5,1
151,0,28,1,2,3,,0,3.0,7.0,7.0,4.0,6.0,5.0,5,1
151,0,28,1,2,3,,0,8.0,6.0,8.0,7.0,7.0,6.0,5,1
151,0,28,1,2,3,,0,9.0,7.0,8.0,8.0,7.0,7.0,5,1
151,0,28,1,2,3,,1,9.0,8.0,7.0,7.0,6.0,9.0,5,1
151,0,28,1,2,3,,0,7.0,5.0,7.0,8.0,7.0,7.0,5,1
151,0,28,1,2,3,,0,6.0,8.0,8.0,5.0,7.0,8.0,5,1
151,0,28,1,2,3,,0,8.0,5.0,5.0,4.0,6.0,5.0,5,1
151,0,28,1,2,3,,0,6.0,4.0,6.0,6.0,5.0,6.0,5,1
151,0,28,1,2,3,,0,6.0,3.0,6.0,5.0,4.0,7.0,5,1
151,0,28,1,2,3,,0,6.0,3.0,7.0,4.0,5.0,4.0,5,1
151,0,28,1,2,3,,0,7.0,8.0,7.0,7.0,7.0,,5,1
151,0,28,1,2,3,,0,3.0,8.0,8.0,3.0,7.0,2.0,5,1
151,0,28,1,2,3,,0,5.0,7.0,6.0,5.0,7.0,,5,1
151,0,28,1,2,3,,0,7.0,8.0,7.0,6.0,7.0,8.0,5,1
151,0,28,1,2,3,,1,8.0,7.0,8.0,9.0,6.0,10.0,5,1
152,0,27,2,3,5,,0,6.0,7.0,7.0,6.0,8.0,6.0,4,3
152,0,27,2,3,5,,0,4.0,6.0,5.0,4.0,,,4,3
152,0,27,2,3,5,,0,6.0,8.0,7.0,7.0,7.0,4.0,4,3
152,0,27,2,3,5,,1,8.0,8.0,8.0,8.0,9.0,9.0,4,3
152,0,27,2,3,5,,0,5.0,6.0,8.0,7.0,,8.0,4,3
152,0,27,2,3,5,,0,7.0,8.0,7.0,7.0,6.0,8.0,4,3
152,0,27,2,3,5,,1,6.0,8.0,8.0,7.0,,9.0,4,3
152,0,27,2,3,5,,1,8.0,8.0,7.0,8.0,8.0,9.0,4,3
152,0,27,2,3,5,,0,5.0,5.0,6.0,5.0,,7.0,4,3
152,0,27,2,3,5,,1,7.0,9.0,8.0,8.0,8.0,7.0,4,3
152,0,27,2,3,5,,0,4.0,7.0,7.0,6.0,7.0,5.0,4,3
152,0,27,2,3,5,,1,8.0,9.0,9.0,8.0,8.0,6.0,4,3
152,0,27,2,3,5,,0,4.0,6.0,7.0,6.0,8.0,,4,3
152,0,27,2,3,5,,0,6.0,7.0,8.0,8.0,,8.0,4,3
152,0,27,2,3,5,,0,6.0,8.0,7.0,8.0,9.0,,4,3
152,0,27,2,3,5,,0,5.0,8.0,8.0,6.0,7.0,7.0,4,3
153,0,28,1,1,6,,0,6.0,6.0,8.0,6.0,,,5,1
153,0,28,1,1,6,,1,5.0,5.0,6.0,8.0,,5.0,5,1
153,0,28,1,1,6,,0,5.0,6.0,6.0,6.0,6.0,,5,1
153,0,28,1,1,6,,1,7.0,7.0,7.0,7.0,,6.0,5,1
153,0,28,1,1,6,,1,5.0,5.0,7.0,6.0,7.0,6.0,5,1
153,0,28,1,1,6,,1,8.0,8.0,8.0,8.0,6.0,7.0,5,1
153,0,28,1,1,6,,1,6.0,6.0,7.0,7.0,,6.0,5,1
153,0,28,1,1,6,,0,5.0,5.0,5.0,5.0,,6.0,5,1
153,0,28,1,1,6,,0,4.0,4.0,5.0,4.0,,,5,1
153,0,28,1,1,6,,1,5.0,6.0,7.0,7.0,,5.0,5,1
153,0,28,1,1,6,,1,5.0,6.0,6.0,6.0,,,5,1
153,0,28,1,1,6,,1,7.0,7.0,7.0,7.0,,6.0,5,1
153,0,28,1,1,6,,0,5.0,5.0,7.0,5.0,,4.0,5,1
153,0,28,1,1,6,,1,6.0,6.0,7.0,7.0,7.0,,5,1
153,0,28,1,1,6,,1,6.0,5.0,6.0,6.0,7.0,,5,1
153,0,28,1,1,6,,0,5.0,5.0,6.0,6.0,,,5,1
154,0,27,8,3,7,,0,5.0,8.0,10.0,5.0,8.0,7.0,,
154,0,27,8,3,7,,0,6.0,8.0,9.0,8.0,9.0,5.0,,
154,0,27,8,3,7,,0,9.0,9.0,9.0,9.0,9.0,9.0,,
154,0,27,8,3,7,,1,10.0,8.0,9.0,9.0,8.0,6.0,,
154,0,27,8,3,7,,0,5.0,8.0,8.0,7.0,7.0,2.0,,
154,0,27,8,3,7,,1,9.0,9.0,8.0,9.0,8.0,6.0,,
154,0,27,8,3,7,,0,7.0,9.0,9.0,9.0,7.0,5.0,,
154,0,27,8,3,7,,0,7.0,9.0,7.0,5.0,5.0,4.0,,
154,0,27,8,3,7,,1,9.0,9.0,9.0,9.0,9.0,7.0,,
154,0,27,8,3,7,,0,8.0,8.0,8.0,8.0,8.0,8.0,,
154,0,27,8,3,7,,0,5.0,9.0,7.0,5.0,7.0,5.0,,
154,0,27,8,3,7,,1,9.0,9.0,9.0,9.0,8.0,9.0,,
154,0,27,8,3,7,,0,6.0,10.0,10.0,5.0,9.0,6.0,,
154,0,27,8,3,7,,1,8.0,9.0,9.0,8.0,8.0,8.0,,
154,0,27,8,3,7,,1,9.0,10.0,10.0,10.0,10.0,8.0,,
154,0,27,8,3,7,,1,9.0,9.0,10.0,9.0,9.0,7.0,,
155,0,27,5,1,3,,0,2.0,6.0,7.0,2.0,7.0,2.0,6,1
155,0,27,5,1,3,,0,1.0,4.0,6.0,3.0,6.0,2.0,6,1
155,0,27,5,1,3,,0,7.0,7.0,6.0,7.0,6.0,6.0,6,1
155,0,27,5,1,3,,1,8.0,7.0,7.0,8.0,7.0,5.0,6,1
155,0,27,5,1,3,,0,2.0,4.0,6.0,4.0,6.0,3.0,6,1
155,0,27,5,1,3,,0,6.0,7.0,6.0,6.0,5.0,7.0,6,1
155,0,27,5,1,3,,0,6.0,8.0,7.0,7.0,8.0,8.0,6,1
155,0,27,5,1,3,,0,7.0,6.0,5.0,6.0,4.0,5.0,6,1
155,0,27,5,1,3,,0,8.0,7.0,7.0,6.0,6.0,5.0,6,1
155,0,27,5,1,3,,0,5.0,5.0,6.0,6.0,6.0,3.0,6,1
155,0,27,5,1,3,,0,3.0,6.0,4.0,6.0,6.0,3.0,6,1
155,0,27,5,1,3,,1,8.0,8.0,8.0,7.0,8.0,6.0,6,1
155,0,27,5,1,3,,0,2.0,8.0,8.0,3.0,8.0,6.0,6,1
155,0,27,5,1,3,,0,4.0,7.0,7.0,4.0,8.0,5.0,6,1
155,0,27,5,1,3,,0,5.0,8.0,8.0,6.0,7.0,7.0,6,1
155,0,27,5,1,3,,0,3.0,8.0,8.0,4.0,8.0,6.0,6,1
156,0,30,1,1,6,,0,4.0,7.0,10.0,3.0,10.0,3.0,8,3
156,0,30,1,1,6,,0,3.0,10.0,10.0,6.0,10.0,3.0,8,3
156,0,30,1,1,6,,1,7.0,10.0,10.0,9.0,10.0,10.0,8,3
156,0,30,1,1,6,,1,8.0,9.0,10.0,7.0,9.0,5.0,8,3
156,0,30,1,1,6,,0,7.0,6.0,10.0,3.0,8.0,10.0,8,3
156,0,30,1,1,6,,1,6.0,9.0,10.0,7.0,10.0,8.0,8,3
156,0,30,1,1,6,,0,7.0,9.0,10.0,6.0,10.0,6.0,8,3
156,0,30,1,1,6,,0,8.0,5.0,10.0,7.0,8.0,6.0,8,3
156,0,30,1,1,6,,0,7.0,6.0,10.0,9.0,10.0,6.0,8,3
156,0,30,1,1,6,,0,6.0,9.0,10.0,6.0,9.0,4.0,8,3
156,0,30,1,1,6,,0,6.0,9.0,10.0,9.0,10.0,5.0,8,3
156,0,30,1,1,6,,1,7.0,9.0,10.0,8.0,9.0,10.0,8,3
156,0,30,1,1,6,,0,4.0,8.0,10.0,3.0,10.0,8.0,8,3
156,0,30,1,1,6,,0,5.0,8.0,10.0,2.0,9.0,2.0,8,3
156,0,30,1,1,6,,1,5.0,9.0,10.0,8.0,10.0,7.0,8,3
156,0,30,1,1,6,,1,6.0,9.0,10.0,9.0,9.0,7.0,8,3
157,0,28,5,3,4,,0,2.0,3.0,3.0,2.0,3.0,1.0,2,2
157,0,28,5,3,4,,0,2.0,6.0,6.0,6.0,5.0,4.0,2,2
157,0,28,5,3,4,,0,7.0,6.0,7.0,10.0,9.0,8.0,2,2
157,0,28,5,3,4,,1,7.0,7.0,6.0,7.0,6.0,7.0,2,2
157,0,28,5,3,4,,0,3.0,5.0,7.0,2.0,5.0,2.0,2,2
157,0,28,5,3,4,,0,5.0,7.0,6.0,5.0,5.0,4.0,2,2
157,0,28,5,3,4,,0,5.0,6.0,6.0,7.0,7.0,6.0,2,2
157,0,28,5,3,4,,0,6.0,7.0,7.0,4.0,5.0,4.0,2,2
157,0,28,5,3,4,,0,6.0,7.0,7.0,7.0,7.0,6.0,2,2
157,0,28,5,3,4,,0,4.0,5.0,5.0,6.0,3.0,4.0,2,2
157,0,28,5,3,4,,0,2.0,8.0,8.0,7.0,6.0,7.0,2,2
157,0,28,5,3,4,,1,8.0,7.0,7.0,8.0,7.0,8.0,2,2
157,0,28,5,3,4,,0,3.0,6.0,7.0,4.0,5.0,3.0,2,2
157,0,28,5,3,4,,0,5.0,7.0,7.0,6.0,7.0,5.0,2,2
157,0,28,5,3,4,,0,7.0,7.0,7.0,8.0,7.0,7.0,2,2
157,0,28,5,3,4,,0,5.0,6.0,5.0,6.0,5.0,6.0,2,2
158,1,23,3,4,7,,1,10.0,8.0,8.0,7.0,7.0,5.0,8,1
158,1,23,3,4,7,,1,6.0,8.0,9.0,6.0,8.0,7.0,8,1
158,1,23,3,4,7,,1,9.0,9.0,9.0,7.0,7.0,8.0,8,1
158,1,23,3,4,7,,1,9.0,8.0,9.0,7.0,7.0,8.0,8,1
158,1,23,3,4,7,,1,8.0,9.0,8.0,7.0,7.0,8.0,8,1
158,1,23,3,4,7,,1,9.0,7.0,7.0,9.0,8.0,6.0,8,1
158,1,23,3,4,7,,1,9.0,8.0,8.0,7.0,7.0,7.0,8,1
158,1,23,3,4,7,,1,9.0,9.0,9.0,8.0,7.0,6.0,8,1
158,1,23,3,4,7,,1,10.0,8.0,9.0,7.0,7.0,7.0,8,1
158,1,23,3,4,7,,1,10.0,8.0,8.0,9.0,7.0,6.0,8,1
158,1,23,3,4,7,,1,9.0,9.0,8.0,7.0,7.0,6.0,8,1
158,1,23,3,4,7,,1,7.0,9.0,8.0,6.0,7.0,6.0,8,1
158,1,23,3,4,7,,1,9.0,9.0,7.0,8.0,7.0,6.0,8,1
158,1,23,3,4,7,,1,10.0,9.0,9.0,8.0,7.0,7.0,8,1
158,1,23,3,4,7,,1,9.0,8.0,8.0,8.0,7.0,6.0,8,1
158,1,23,3,4,7,,1,9.0,8.0,8.0,7.0,6.0,5.0,8,1
159,1,28,7,2,6,,1,7.0,7.0,7.0,6.0,,4.0,8,1
159,1,28,7,2,6,,0,5.0,7.0,7.0,5.0,4.0,4.0,8,1
159,1,28,7,2,6,,1,8.0,8.0,8.0,8.0,7.0,9.0,8,1
159,1,28,7,2,6,,1,8.0,8.0,8.0,7.0,7.0,9.0,8,1
159,1,28,7,2,6,,0,6.0,8.0,8.0,5.0,6.0,,8,1
159,1,28,7,2,6,,0,6.0,6.0,6.0,6.0,6.0,3.0,8,1
159,1,28,7,2,6,,0,7.0,6.0,6.0,5.0,5.0,,8,1
159,1,28,7,2,6,,1,8.0,9.0,7.0,7.0,7.0,6.0,8,1
159,1,28,7,2,6,,1,8.0,9.0,9.0,8.0,8.0,5.0,8,1
159,1,28,7,2,6,,1,8.0,8.0,7.0,7.0,7.0,,8,1
159,1,28,7,2,6,,0,7.0,7.0,7.0,5.0,,3.0,8,1
159,1,28,7,2,6,,1,7.0,7.0,7.0,6.0,6.0,5.0,8,1
159,1,28,7,2,6,,1,7.0,8.0,7.0,7.0,8.0,6.0,8,1
159,1,28,7,2,6,,1,7.0,9.0,8.0,7.0,5.0,,8,1
159,1,28,7,2,6,,0,6.0,7.0,7.0,5.0,5.0,,8,1
159,1,28,7,2,6,,0,6.0,10.0,6.0,6.0,,,8,1
160,1,29,3,4,6,,0,6.0,9.0,8.0,7.0,9.0,,6,3
160,1,29,3,4,6,,0,4.0,9.0,7.0,5.0,8.0,3.0,6,3
160,1,29,3,4,6,,0,6.0,8.0,9.0,9.0,9.0,7.0,6,3
160,1,29,3,4,6,,0,4.0,8.0,9.0,4.0,10.0,3.0,6,3
160,1,29,3,4,6,,0,5.0,8.0,,6.0,7.0,,6,3
160,1,29,3,4,6,,1,8.0,10.0,9.0,8.0,8.0,7.0,6,3
160,1,29,3,4,6,,1,7.0,8.0,8.0,8.0,8.0,7.0,6,3
160,1,29,3,4,6,,1,6.0,9.0,9.0,6.0,8.0,,6,3
160,1,29,3,4,6,,1,7.0,10.0,9.0,8.0,8.0,3.0,6,3
160,1,29,3,4,6,,1,8.0,8.0,,8.0,7.0,8.0,6,3
160,1,29,3,4,6,,0,7.0,9.0,10.0,6.0,9.0,3.0,6,3
160,1,29,3,4,6,,0,7.0,9.0,8.0,6.0,7.0,2.0,6,3
160,1,29,3,4,6,,1,8.0,8.0,8.0,7.0,8.0,7.0,6,3
160,1,29,3,4,6,,0,7.0,8.0,8.0,8.0,,,6,3
160,1,29,3,4,6,,1,8.0,10.0,8.0,9.0,9.0,10.0,6,3
160,1,29,3,4,6,,1,10.0,8.0,8.0,9.0,9.0,8.0,6,3
161,1,22,6,2,7,,0,8.0,7.0,8.0,7.0,6.0,4.0,4,1
161,1,22,6,2,7,,0,5.0,10.0,8.0,5.0,10.0,6.0,4,1
161,1,22,6,2,7,,0,6.0,8.0,10.0,9.0,3.0,1.0,4,1
161,1,22,6,2,7,,0,6.0,8.0,10.0,7.0,5.0,3.0,4,1
161,1,22,6,2,7,,0,5.0,6.0,7.0,4.0,5.0,5.0,4,1
161,1,22,6,2,7,,0,7.0,8.0,9.0,10.0,6.0,6.0,4,1
161,1,22,6,2,7,,0,6.0,6.0,8.0,5.0,7.0,5.0,4,1
161,1,22,6,2,7,,0,7.0,6.0,7.0,5.0,8.0,7.0,4,1
161,1,22,6,2,7,,0,8.0,8.0,10.0,8.0,6.0,5.0,4,1
161,1,22,6,2,7,,1,10.0,8.0,8.0,9.0,8.0,5.0,4,1
161,1,22,6,2,7,,0,7.0,10.0,9.0,6.0,5.0,2.0,4,1
161,1,22,6,2,7,,0,7.0,9.0,6.0,6.0,5.0,3.0,4,1
161,1,22,6,2,7,,1,9.0,9.0,8.0,9.0,7.0,6.0,4,1
161,1,22,6,2,7,,1,7.0,8.0,8.0,10.0,7.0,6.0,4,1
161,1,22,6,2,7,,0,7.0,9.0,10.0,8.0,8.0,4.0,4,1
161,1,22,6,2,7,,0,8.0,8.0,8.0,9.0,7.0,6.0,4,1
162,1,27,1,1,4,,0,6.0,7.0,7.0,6.0,6.0,5.0,5,1
162,1,27,1,1,4,,0,3.0,6.0,6.0,2.0,7.0,2.0,5,1
162,1,27,1,1,4,,1,8.0,7.0,7.0,7.0,7.0,5.0,5,1
162,1,27,1,1,4,,0,5.0,6.0,7.0,7.0,6.0,5.0,5,1
162,1,27,1,1,4,,0,4.0,6.0,8.0,3.0,6.0,3.0,5,1
162,1,27,1,1,4,,1,5.0,7.0,7.0,8.0,7.0,5.0,5,1
162,1,27,1,1,4,,1,6.0,6.0,7.0,7.0,6.0,7.0,5,1
162,1,27,1,1,4,,1,8.0,6.0,6.0,7.0,7.0,5.0,5,1
162,1,27,1,1,4,,0,6.0,9.0,8.0,5.0,6.0,3.0,5,1
162,1,27,1,1,4,,1,8.0,7.0,7.0,7.0,6.0,9.0,5,1
162,1,27,1,1,4,,0,6.0,7.0,7.0,5.0,6.0,4.0,5,1
162,1,27,1,1,4,,0,5.0,7.0,6.0,3.0,7.0,3.0,5,1
162,1,27,1,1,4,,0,7.0,6.0,7.0,6.0,7.0,3.0,5,1
162,1,27,1,1,4,,0,6.0,5.0,3.0,4.0,7.0,3.0,5,1
162,1,27,1,1,4,,1,5.0,7.0,7.0,5.0,9.0,6.0,5,1
162,1,27,1,1,4,,0,5.0,5.0,6.0,6.0,7.0,3.0,5,1
163,1,26,1,1,2,,0,7.0,7.0,7.0,5.0,6.0,5.0,7,3
163,1,26,1,1,2,,0,5.0,8.0,7.0,6.0,6.0,4.0,7,3
163,1,26,1,1,2,,0,8.0,8.0,8.0,6.0,6.0,5.0,7,3
163,1,26,1,1,2,,0,6.0,7.0,6.0,8.0,5.0,3.0,7,3
163,1,26,1,1,2,,0,5.0,8.0,7.0,6.0,7.0,7.0,7,3
163,1,26,1,1,2,,0,7.0,9.0,7.0,8.0,7.0,8.0,7,3
163,1,26,1,1,2,,0,8.0,8.0,8.0,7.0,6.0,5.0,7,3
163,1,26,1,1,2,,1,8.0,8.0,8.0,7.0,7.0,6.0,7,3
163,1,26,1,1,2,,1,9.0,9.0,9.0,8.0,8.0,5.0,7,3
163,1,26,1,1,2,,1,8.0,9.0,8.0,7.0,6.0,5.0,7,3
163,1,26,1,1,2,,0,6.0,8.0,8.0,6.0,7.0,5.0,7,3
163,1,26,1,1,2,,1,8.0,10.0,8.0,8.0,8.0,6.0,7,3
163,1,26,1,1,2,,1,8.0,10.0,8.0,8.0,7.0,5.0,7,3
163,1,26,1,1,2,,0,8.0,6.0,6.0,6.0,6.0,7.0,7,3
163,1,26,1,1,2,,1,8.0,9.0,9.0,8.0,8.0,8.0,7,3
163,1,26,1,1,2,,0,7.0,6.0,6.0,6.0,7.0,4.0,7,3
164,1,27,1,1,5,,0,8.0,7.0,9.0,7.0,,,7,3
164,1,27,1,1,5,,0,4.0,9.0,9.0,5.0,,,7,3
164,1,27,1,1,5,,0,7.0,7.0,9.0,7.0,6.0,5.0,7,3
164,1,27,1,1,5,,0,4.0,8.0,9.0,8.0,,7.0,7,3
164,1,27,1,1,5,,1,9.0,10.0,10.0,8.0,8.0,8.0,7,3
164,1,27,1,1,5,,0,9.0,6.0,6.0,8.0,6.0,5.0,7,3
164,1,27,1,1,5,,0,7.0,7.0,7.0,,,,7,3
164,1,27,1,1,5,,0,6.0,6.0,6.0,6.0,,,7,3
164,1,27,1,1,5,,1,9.0,10.0,9.0,9.0,,9.0,7,3
164,1,27,1,1,5,,1,9.0,9.0,7.0,9.0,,,7,3
164,1,27,1,1,5,,1,8.0,9.0,9.0,,,,7,3
164,1,27,1,1,5,,0,7.0,8.0,8.0,6.0,,6.0,7,3
164,1,27,1,1,5,,0,8.0,7.0,7.0,,,,7,3
164,1,27,1,1,5,,0,5.0,10.0,8.0,,7.0,5.0,7,3
164,1,27,1,1,5,,0,8.0,8.0,10.0,7.0,9.0,5.0,7,3
164,1,27,1,1,5,,1,8.0,7.0,8.0,9.0,,,7,3
165,1,30,4,7,6,,0,8.0,8.0,9.0,7.0,8.0,6.0,8,1
165,1,30,4,7,6,,0,6.0,9.0,9.0,6.0,8.0,4.0,8,1
165,1,30,4,7,6,,0,7.0,8.0,10.0,8.0,7.0,6.0,8,1
165,1,30,4,7,6,,0,6.0,8.0,9.0,6.0,8.0,5.0,8,1
165,1,30,4,7,6,,1,8.0,7.0,9.0,7.0,7.0,7.0,8,1
165,1,30,4,7,6,,1,7.0,8.0,8.0,10.0,8.0,5.0,8,1
165,1,30,4,7,6,,1,8.0,8.0,9.0,6.0,9.0,5.0,8,1
165,1,30,4,7,6,,1,9.0,7.0,9.0,7.0,6.0,5.0,8,1
165,1,30,4,7,6,,1,8.0,10.0,9.0,8.0,8.0,7.0,8,1
